index,SMILES,new name,old name,homo,lumo,bandgap
274,c1sc(c2c1CC[C@@H](OC)C2),193,860,-6.143596037,-0.302318488,5.841277549
275,c1oc(cc1C=O)C=C,194,222,-6.386566494,-1.582695789,4.803870705
276,C=Cc1oc(c(c1O)O)C=CC=C,194,645,-5.091059663,-1.687133084,3.403926579
277,c1sc(c2c1[nH]cn2),195,613,-5.800569317,-0.877784859,4.922784458
278,c1sc(c2c1sc(=O)c(=O)s2)C=C,196,96,-6.515385191,-2.795017415,3.720367775
279,c1ccc2c(c1)oc1c2ccc(c1)C=C,196,632,-5.958204871,-1.634669534,4.323535337
280,c1sc(CC)c(c1CC),197,22,-6.050505889,-0.289474714,5.761031175
281,c1cc2c(cc1)C(C(=O)N2CC)C1C(=O)Nc2cc(ccc12),198,719,-6.044328904,-0.864859451,5.179469453
282,c1oc(c(c1O)C(=O)O)C=C,199,834,-6.139568752,-2.200285384,3.939283368
283,c1ccc(c2c1cccn2),200,310,-6.531303851,-1.65088752,4.880416331
284,c1ccc2c(c1)C(=O)c1c2ccc(c1),200,635,-6.461996453,-2.466603209,3.995393244
285,c1sc(c2c1cc(C(F)(F)F)c(OC)c2),202,880,-5.749085376,-1.841013467,3.908071909
286,c1sc(c2c1C[C@H](C(=O)C)CC2)C=C,204,397,-5.811943676,-1.208811358,4.603132318
287,c1sc(c(c1SCC)SCC)C=C,204,597,-5.66271644,-1.337847746,4.324868694
288,c1sc(c2c1cc(C(C)(C)C)cc2)C=C,205,443,-5.27979783,-1.844278833,3.435518997
289,c1sc(c2c1c(S)ccc2)C=C,205,921,-5.462957663,-2.084446518,3.378511145
290,Nc1sc(N(=O)=O)cc1C=C,206,580,-5.994994663,-2.249619625,3.745375038
291,c1csc2c1cc(c1c2scc1),207,788,-5.934394909,-1.160973743,4.773421165
292,c1c(OC)sc(OC)c1C=C,208,46,-5.083984703,-0.350700331,4.733284373
293,C1SC=C1C(=O)OC,209,53,-6.317966592,-1.414230104,4.903736488
294,c1sc(c2c1cc(C=C)cc2)C=C,209,263,-5.354357025,-2.040799456,3.313557569
295,c1c(C(F)(F)F)sc(OC)c1C=C,210,351,-5.933061551,-0.935554629,4.997506921
296,c1sc(c2c1c(C(=O)C(F)(F)F)ccc2),210,885,-6.201637921,-2.770064575,3.431573346
297,c1oc2c(C(=O)N)c(oc2c1)C=C,211,63,-5.758609361,-1.669663375,4.088945986
298,c1c(C)cc(CC)c(C)c1C=C,211,967,-6.055213458,-0.896615137,5.158598321
299,c1sc(c2c1cc(C)c(OC)c2)C=C,212,522,-5.117726821,-1.661146212,3.456580609
300,c1c2c(ccs1)nc1c2sc(c1),212,702,-5.76054137,-2.113236163,3.647305207
301,c1sc(c2c1[C@H](C=C)CCC2)C=C,213,35,-5.758364459,-1.136728399,4.62163606
302,c1oc2c(c1)C(=S)c1c2oc(c1)C=C,213,674,-5.47999199,-3.204385492,2.275606498
303,C1=CC(=C2[C@H]1CCS2),214,517,-5.266709154,-0.701727198,4.564981956
304,c1c(OCCC)c(cc(c1)OCCC),214,996,-5.464372655,-0.196792737,5.267579918
305,c1sc(c2c1[C@H](C)CCC2)C=C,215,114,-5.725601951,-1.09509498,4.630506971
306,c1[nH]cc2c1[nH]cc2C=C,215,209,-4.658997291,-0.157499497,4.501497794
307,c1scc(N(O)O)c1N(O)O,216,107,-5.877577537,-0.491083866,5.386493671
308,c1sc(c2c1OSCS2),216,704,-5.901197019,-1.036019063,4.865177956
309,c1sc(c2c1c(C)ccc2C),217,778,-5.420018097,-1.47406794,3.945950157
310,c1sc(c2c1c(C(F)(F)F)ccc2),218,330,-6.034804919,-2.064473361,3.970331558
311,c1[nH]c(=O)c2c1c(=O)[nH]c2C=C,218,730,-5.753303141,-2.735424482,3.017878659
312,c1sc(O)c(c1)C=C,219,168,-5.581136708,-0.452797447,5.128339261
313,C1=CC2=C(OC=CO2)/C/1=C/1\C2=C(OC=CO2)C=C1C=C,220,314,-4.812387869,-3.144248331,1.668139538
314,c1[nH]cc2c1[nH]cc2,221,953,-4.62517354,0.496117972,5.121291512
315,c1sc2c(n1)Cc1c2sc(c1)C=C,221,974,-5.445406319,-1.800250812,3.645155507
316,c1sc(c2c1cc(F)c(F)c2)C=C,222,846,-5.663451148,-2.103195162,3.560255986
317,c1sc(c2c1CC[C@@H](N(=O)=O)C2),223,179,-6.446730866,-1.860986624,4.585744242
318,c1cc2c(C(CN)CN)c3cC(ccc3c2cc1),223,291,-4.592683146,-2.44284767,2.149835476
319,c1sc(CC)c(c1CC)C=C,224,140,-5.890394099,-0.773401986,5.116992113
320,c1sc(c2c1cc(C)cc2),224,773,-5.505461846,-1.477823111,4.027638735
321,C1SCN2[C@H]1NCC2C=C,225,433,-5.874992455,0.223323837,6.098316292
322,C1SC[C@](C1)(C(=O)N)N,225,917,-6.066342915,0.389558188,6.455901103
323,c1sc(c2c1OCO2),226,548,-5.8397265,-0.269229444,5.570497056
324,Nc1cscc1NC=C,227,292,-5.123903805,-0.221718365,4.90218544
325,c1c2c(cccc2)cc2c1c(ccc2),227,711,-5.482577071,-1.925096647,3.557480424
326,c1c(OC)cc(c(c1)OCC(CC)CC),229,274,-5.469025802,-0.240902392,5.22812341
327,c1c(OCC)c(cc(c1)OCC)C=C,229,669,-5.398004087,-0.864342435,4.533661652
328,c1sc(c2c1OSCCO2)C=C,230,309,-5.704866876,-1.178171339,4.526695537
329,c1cc(cc2c1ccc1c2cccc1)C=C,230,625,-5.805276887,-1.62653333,4.178743557
330,C=CC=CC=C,231,622,-5.946449552,-1.527810425,4.418639127
331,c1cCcc1,231,957,-6.017906649,-0.59312656,5.424780089
332,c1c2c(nccn2)c(c2c1nccn2)C=C,232,105,-6.156548656,-3.087567016,3.06898164
333,c1sc(c2c1nc(CN)c(CN)n2)C=C,232,729,-5.862856177,-2.414656675,3.448199502
334,N1[C@@H]2C[C@@H]3NSN[C@@H]3C[C@@H]2N(S1),233,176,-5.411854682,0.068872016,5.480726697
335,c1sc(c2c1OCCS2)C=C,233,854,-5.592674335,-1.176647501,4.416026834
336,c1scc2c1C=C(C2)C=C,234,756,-5.635096884,-1.423563609,4.211533275
337,C1=C2C(C(=O)N1)=C(OC2=O)C=C,235,346,-6.110370936,-2.925142259,3.185228677
338,c1sc(c2c1cc(S)cc2)C=C,236,117,-5.361704099,-1.932906314,3.428797785
339,c1sc(c2c1C(=O)c1ccc(CC)cc1C2=O)C=C,237,658,-6.504881596,-2.757683395,3.747198201
340,c1oc(c(c1C)C),238,282,-5.989416329,0.401830523,6.391246852
341,c1occc1SC=C,240,202,-5.837576801,-0.312305066,5.525271735
342,c1c(OCC)cc(OCC)c(c1)C=C,241,365,-5.375690751,-0.676964837,4.698725914
343,c1scc(C(=O)OC)c1C=C,242,402,-6.229012575,-1.320568516,4.908444059
344,c1sc(c2c1ncs2),244,111,-6.212658532,-1.378419921,4.834238611
345,c1c(C)Nc(C)c1,246,242,-5.226599572,1.045842373,6.272441945
346,c1ccc(=O)c1C=C,247,122,-6.164603226,-3.027212164,3.137391062
347,c(s1)c(O)c(NN)c1,249,383,-5.31280524,0.006068139,5.318873379
348,c1sccc1N(CC),250,518,-5.230654068,-0.050041737,5.180612331
349,C(=S)[CH]C1=[S]C=C(O1)C=C,252,441,-5.351173293,-2.060745401,3.290427892
350,c1c(F)sc(F)c1,255,407,-6.427465206,-0.51886669,5.908598516
351,c1c(nc2cSc12)C=C,257,577,-5.724894455,-2.876950896,2.847943559
352,c1sc(c2c1OCCS2),258,498,-6.010015348,-1.282962382,4.727052966
353,c1sc(c2c1oc(N(=O)=O)c2)C=C,259,468,-6.276959035,-3.018395675,3.25856336
354,N1[C@H]2[C@H](N[C@@H]3[C@@H](CSC3)N2)N(S1)C=C,260,230,-5.421487512,-0.309094123,5.112393389
355,c1sc(c2c1[C@H](F)CC[C@H]2F)C=C,261,524,-6.134507434,-1.467237882,4.667269552
356,c1scc(OC)c1NC=C,262,143,-5.024310136,-0.255787019,4.768523117
357,C1=[S]C(=C(O1)[N]C=O)C=C,263,812,-5.702417851,-3.068410201,2.63400765
358,c1sc(c2c1cc(C(=O)C(F)(F)F)cc2)C=C,264,721,-5.883672887,-2.76957477,3.114098117
359,c1c(C#N)sc(OC)c1,265,155,-6.378675192,-1.453360076,4.925315116
360,c1cc2c(cc1)c1c(C2)cc(cc1),266,265,-6.002314526,-1.02437259,4.977941936
361,c1c(O)sc2c1[nH]c1c2sc(c1)C=C,268,526,-4.839599254,-1.181572762,3.658026492
362,c1sc(c2c1c(F)ccc2F),270,250,-5.792678015,-1.843598549,3.949079466
363,c1c(OCC)cc(CC)c(OCC)c1,271,594,-5.333758006,-0.161934952,5.171823054
364,C1=C2OCCSC2=C([S@@]1NC)C=C,272,108,-3.734925866,-0.337230695,3.397695171
365,C1=C(C(=C[S@@]1O)O)C=C,274,652,-4.425387551,-0.603358041,3.82202951
366,C1=C/C(/C(=C1)F)=C\1/C=C(C=C1F)C=C,275,313,-6.010804478,-3.314101797,2.696702681
367,c1sc(c2c1SCS2),276,178,-5.737520538,-0.647168371,5.090352167
368,c1cccc2c1n(c1c2cccc1)C=C,277,858,-5.66448518,-1.097244679,4.567240501
369,c1cc(c(cc1)N(c1ccccc1)c1ccccc1),278,690,-5.175496591,-0.654923615,4.520572976
370,c1sc2C3=C([CH]S3)Cc2c1C=C,280,590,-4.799190347,-1.257927908,3.541262439
371,c1sc(c2c1OCCO2),281,100,-5.911999939,-0.238208465,5.673791474
372,c1sc(c2c1cc(C(=O)C(F)(F)F)cc2),283,423,-6.229230266,-2.61789851,3.611331756
373,N1c2cscc2N(C1)C=C,284,497,-4.954757835,-0.237827505,4.71693033
374,C1SC=C1C(=O)C,286,724,-6.373450606,-1.734970699,4.638479907
375,c1c2cS(F)cc2ccc1,287,196,-6.010341884,-2.70002247,3.310319414
376,c1scc(C(=O)O)c1S,288,303,-6.14424911,-1.742753156,4.401495954
377,c(s1)c2ccs(=N)(=O)c2c1C=C,289,420,-6.337722058,-1.896932863,4.440789195
378,c1sc(c2c1nccn2)C=C,290,601,-5.931102331,-2.59452393,3.336578401
379,c1cc(CC)c(c(c1)CC)/C=C(/C)C=C,291,219,-6.146779769,-1.021950777,5.124828992
380,c1[nH]c(c2c1nccn2)C=C,292,13,-5.438276936,-1.885313602,3.552963334
381,c1sc(c2c1c(C#N)ccc2C#N)C=C,294,991,-6.309803177,-3.153881161,3.155922016
382,c1c2nc(C)c(C)nc2c(s1)C=C,295,662,-5.720295731,-2.296368784,3.423926947
383,c1c2nsnc2c(cc1)C=C,297,162,-6.270482725,-2.609299712,3.661183013
384,c(s1)cc(c(=S)2)c1c(s3)c2cc3C=C,298,650,-5.614252964,-3.256468083,2.357784881
385,c1sc(c2c1[C@H](C(=O)C)CCC2),299,726,-6.334102944,-0.666542877,5.667560067
386,c1sc(c2c1cc(C(=O)C)cc2),300,39,-5.927374371,-2.139984954,3.787389417
387,C1=C(Cc2c(C1)nsn2)C=C,302,203,-6.497262408,-1.521687863,4.975574545
388,c1sc(c2c1OCCCS2)C=C,303,427,-5.599096222,-1.154415799,4.444680423
389,c(s1)cc(c(=O)2)c1c(s3)c2cc3,304,863,-5.905251515,-2.643613269,3.261638246
390,c1sc(c2c1cc(C#N)c(OC)c2),305,752,-5.905441995,-2.174842739,3.730599256
391,c1[nH]c(/C=C/c2[nH]ccc2)c(c1),306,392,-4.71595072,-0.946656875,3.769293845
392,c1sc2c(c3ccoc3cc2c1),307,60,-5.694771452,-1.21022635,4.484545102
393,c1[nH]cc2c1S(=O)(=O)C(=C2),309,683,-6.537399201,-1.4954833,5.041915901
394,c1c2cscc2c(nn1)C=C,310,741,-6.174725861,-2.436344149,3.738381712
395,c1sc(c2c1sc(=S)s2),311,612,-6.234291583,-2.083085948,4.151205635
396,c1[nH]c(cc1)C#C,312,141,-5.72184678,-0.290916918,5.430929862
397,c1sc(c(c1C)C)C=C,314,152,-5.797004626,-1.01925685,4.777747776
398,C1S[C@@H]2[C@@H]1NCC2C=C,316,279,-6.118289449,0.125498908,6.243788357
399,c1c2c(sc(C(=O)OCC)c2F)c(s1),317,708,-5.992681695,-1.998431329,3.994250366
400,c1sc(c2c1CN2),318,948,-5.646307975,-0.296359195,5.34994878
401,c1scc2c1C[C@@H](CC2)C(=C)C=C,319,584,-6.16408621,-0.774327173,5.389759037
402,c1[nH]c(C=C)c(c1)C=C,320,23,-5.399010908,-0.972045097,4.426965811
403,c1oc(c(c1O)C(=O)O),321,988,-6.383165071,-1.539266418,4.843898653
404,c1oc(c(c1O)S),322,503,-6.100329935,-0.275215948,5.825113987
405,c1cc2c(s1)c1c([nH]2)cc(s1)C=C,323,794,-5.165890972,-1.364297212,3.80159376
406,c1c(N)ccc(c1)C=C,324,506,-5.288750376,-0.641426768,4.647323608
407,c1sc(c2c1cc(N(=O)=O)cc2)C=C,325,785,-6.019022316,-2.738934751,3.280087565
408,c1c(S)sc(O)c1C=C,327,610,-5.688512833,-0.724530338,4.963982495
409,C(=C)N=NC=C,328,980,-6.401369487,-2.372642297,4.02872719
410,c1sc(c2c1occ2),329,630,-5.895101669,-0.980970431,4.914131238
411,c1sc(c2c1cc(N(=O)=O)c(N)c2),330,401,-5.444072961,-2.707260699,2.736812262
412,c1sc(c2c1SCS2)C=C,331,218,-5.745384628,-1.331317014,4.414067614
413,C1=C(C=C/C/1=C\1/C=CC(=C1)N)N,335,71,-4.565635029,-2.079902216,2.485732813
414,c1[nH]c(=O)c2c1c(=O)[nH]c2,336,101,-5.875781585,-2.437568661,3.438212924
415,c1oc2c(c1)C(=O)c1c2sc(c1)C=C,337,739,-5.603939849,-2.655667913,2.948271936
416,c1sc(C)c(c1),338,386,-6.18354235,-0.291216243,5.892326107
417,c1[nH]c(c(c1)C(=O)C),339,578,-6.313231811,-0.787796809,5.525435002
418,c1sc(c2c1[C@H](C(F)(F)F)CCC2)C=C,340,499,-5.72734348,-0.921132595,4.806210885
419,c(s1)c2cc(OC)c(OC)cc2c1C=C,341,90,-5.169863834,-1.702153769,3.467710065
420,C1C[C@@H]2[C@@H](CC1)N(CC)[C@@H]1[C@@H](S2)CCCC1,342,390,-5.34050643,1.031175436,6.371681866
421,N1N[C@H]2[C@@H](C)[C@@H]3[C@@H](NSN3)[C@H](C)[C@H]2N1C=C,343,491,-5.187088641,0.24814062,5.435229261
422,c1sc(c(c1OCC)ON(=O)=O),346,481,-6.374239737,-1.858183851,4.516055886
423,C1=[S]C(=C(S1)C(=O)C)C=C,348,341,-4.33224298,-2.384832997,1.947409983
424,c1sc(c2c1[C@H](C#N)CC[C@H]2C#N)C=C,349,672,-6.536310746,-1.79235951,4.743951236
425,c1sc(c2c1nc(OCC)c(OCC)n2)C=C,350,984,-5.540401264,-1.89078309,3.649618174
426,c1scc2c1c1c(s2)sc(c1)C=C,351,670,-5.468699265,-1.370174871,4.098524394
427,c1sc(c2c1oc(=O)o2)C=C,352,998,-6.497262408,-1.801312056,4.695950352
428,c1scc2c1c(ccc2O),353,243,-5.306002394,-1.381630865,3.924371529
429,c1c2c(ncc(C)n2)c(s1),354,408,-6.277040669,-2.300260012,3.976780657
430,c1c(C)cc(s1),355,4d,-6.302428891,-0.399735246,5.902693645
431,c1oc2cc(sc2c1),357,284,-5.950667317,-0.673400146,5.277267171
432,c1sc(c2c1C[C@H](S)[C@@H](O)C2),358,619,-6.341939823,-0.756503716,5.585436107
433,c1c(OCCC)c(cc(c1)OCCC)C=C,359,252,-5.794664446,-1.044100844,4.750563602
434,c1[nH]c(c2c1nccn2),360,504,-5.835182199,-1.697119663,4.138062536
435,C1=CC2=C(OC=CO2)/C/1=C/1\C2=C(OC=CO2)C=C1,362,725,-4.867409289,-3.062804656,1.804604633
436,c1sc(c2c1C[C@H](C#N)[C@@H](OC)C2)C=C,363,705,-6.013362348,-1.25580542,4.757556928
437,N1[C@H]2CSC[C@H]2N(S1),365,10,-5.087603817,-0.206779315,4.880824502
438,C1=C(C(=C[S@@]1O)O),366,972,-6.016137909,-0.536118708,5.480019201
439,c1c2nc(CC)c(CC)nc2c(s1)C=C,367,618,-5.669328807,-2.308913233,3.360415574
440,c1sc(c2c1c(S)ccc2O)C=C,368,615,-5.246273403,-1.886919074,3.359354329
441,c1occc1C=C,369,319,-6.055730475,-0.768068554,5.287661921
442,c1sc2c(c1)c1c(scc1)c(c2)C=C,370,225,-5.650552951,-1.611431011,4.03912194
443,c1sc(c2c1c(C(F)(F)F)ccc2OC),371,929,-5.738527359,-1.769229833,3.969297526
444,C1=[S]C(=C(S1)C(=O)C),372,982,-4.146362008,-1.95089304,2.195468968
445,C1Oc2cscc2OC(C1=O),373,14,-6.270863685,-1.285601887,4.985261798
446,c1cc(CN)ccc1CNC=C,374,943,-5.31299572,-0.350645908,4.962349812
447,c1sc(c(c1O)OC)C=C,375,758,-5.763072028,-1.223695986,4.539376042
448,c1ccc(c2c1nc(CC)c(CC)n2)C=C,376,416,-6.097363894,-2.046949229,4.050414665
449,c1c(F)sc(F)c1C=C,377,922,-6.184304269,-1.02377394,5.160530329
450,c1sc(c2c1CC[C@@H](C)C2)C=C,378,696,-5.737030733,-1.060101139,4.676929594
451,c1sc(c2c1c(C(=O)C(F)(F)F)ccc2)C=C,379,142,-5.866094332,-2.89020284,2.975891492
452,c1sc(c2c1ncnc2C#N)C=C,380,742,-6.480881155,-3.1974738,3.283407355
453,c1sc2c(c1)[nH]c(c2)C=C,381,928,-5.237348069,-0.995120351,4.242227718
454,c1sc(c2c1cc(C)s2),382,10d,-5.545843542,-0.951554924,4.594288618
455,c1sc(c2c1nc(CCO)c(CN)n2)C=C,383,735,-5.986368654,-2.587258491,3.399110163
456,N1c2cscc2N(CC1),384,449,-4.87606251,0.252249539,5.128312049
457,c1sc(c2c1[nH]c(C#N)c2)C=C,385,946,-5.626253184,-2.147685776,3.478567408
458,c1[nH]c2nc3[nH]c(nc3nc2n1),386,434,-6.506078897,-1.812740838,4.693338059
459,c1oc2c(c1)C(=O)c1c2sc(c1),387,760,-5.842447639,-2.582795823,3.259651816
460,c1sc(c2c1cc(C(=O)OC)cc2)C=C,388,802,-5.578333935,-2.230490021,3.347843914
461,c1oc(c(c1OC)OC)C=C,389,496,-5.294247075,-0.636120548,4.658126527
462,c1sc(c2c1sc(C(=O)OCC)c2)C=C,390,909,-5.677982027,-2.234326826,3.443655201
463,c1nc2CCNS2c1,391,671,-5.54051011,-1.459020044,4.081490066
464,c1sc(c2c1OCSS2),392,687,-6.082887437,-1.284078049,4.798809388
465,c1sc(c2c1C(=O)c1ccccc1C2=O)C=C,394,888,-6.531630388,-2.812813661,3.718816727
466,c1sc(c2c1CCC[C@H]2O),395,50,-6.364933443,-0.619494392,5.745439051
467,c1c2n(CCC)c3c(c2ccc1)cccc3C=C,396,872,-5.488590787,-1.129952764,4.358638023
468,c1sc(cc1)N,397,878,-5.302900296,0.108437369,5.411337665
469,c1csc2c1c(CC)c(CC)c1c(csc21),398,340,-5.795208674,-1.092292207,4.702916467
470,c1sc(c2c1C[C@H](OC)[C@@H](OC)C2),400,268,-6.092846804,-0.220684333,5.872162471
471,c1sccc1/C=C(/Cc1sc(CC)cc1)C=C,403,663,-5.742745124,-1.30747984,4.435265284
472,c1cc2c(C=C/C/2=C\2/C=Cc3c2cccc3)c(c1)C=C,404,45,-5.753112661,-2.826500988,2.926611673
473,C1=C(F)C=C/C/1=C\1/C(=CC(=C1)F),406,583,-6.249312268,-3.191079125,3.058233143
474,c1sc(c2c1c(C(=O)OC)ccc2),407,164,-5.777711754,-2.088392168,3.689319586
475,c1sc(NC)c(c1C(=O)OC),408,458,-5.431147554,-0.934711076,4.496436478
476,N1CN[C@@H]2C[C@H]3[C@@H](C[C@H]12)N(CN3),409,489,-6.085826266,1.021134435,7.106960701
477,c1cc(cc2c1n(c1c2cccc1)C(CC)CC),411,450,-5.537625703,-0.932670223,4.60495548
478,C1=C2CSC[C@H]2C(=C1),412,404,-5.916979622,-1.004481068,4.912498554
479,c1c(c2c(s1)nc1c(c2CC)CCS1),415,18,-5.671424084,-1.116292649,4.555131435
480,c1c2cscc2c(N)c(c1)C=C,416,912,-5.011575207,-1.44579531,3.565779897
481,c1scc2c1c(ccc2OC),417,910,-5.284478188,-1.333548347,3.950929841
482,c1c(OCC)c(ccc1)C=C,418,272,-5.821113913,-0.964208218,4.856905695
483,c1c(OCC)c(OCC)c(OCC)cc1,419,1,-5.818447197,-0.015211164,5.803236033
484,c1[nH]c2nc3[nH]c(nc3nc2n1)C=C,420,823,-6.145446411,-2.054350726,4.091095685
485,C#Cc1[nH]c(cc1)C#CC=C,421,277,-5.514795351,-1.535075865,3.979719486
486,c1sc(c2c1C[C@H](N)[C@@H](N(=O)=O)C2),422,661,-6.51870498,-1.893504229,4.625200751
487,c1sc2c(c1)C(=S)c1c2oc(c1)C=C,423,681,-5.511421139,-3.212957078,2.298464061
488,c1c2CCc2sc1,424,281,-6.124901815,-0.310563538,5.814338277
489,c(s1)c(CCN)c(CCN)c1C=C,426,941,-5.95151087,-1.334446323,4.617064547
490,c1sc(c2c1c(C#N)ccc2OC)C=C,428,239,-5.615722378,-2.336315098,3.27940728
491,c1c(C(=O)c2cscc2C(=O)c2ccccc2)ccc(c1)C=C,429,350,-6.410811838,-2.091494266,4.319317572
492,C1C2CC(=C)O[C@H](C1C=CC2C)CCCC=C,430,873,-6.196358913,0.141199877,6.33755879
493,c1c2n(CCC)c3c(c2ccc1)cccc3,431,137,-5.540129151,-0.945350728,4.594778423
494,c1cc(c2c1[nH]cnc2)C=C,432,688,-5.06918171,-1.752712522,3.316469188
495,c1scc2c1C=C(C2=O)C=C,433,818,-6.083975892,-2.49844053,3.585535362
496,c1sc(c(c1O)S),435,744,-6.091431812,-0.776340815,5.315090997
497,c1sc(c2c1OCCCC2),436,901,-6.107132781,-0.228575634,5.878557147
498,c1sc(c(c1O)C(F)(F)F),437,940,-6.453696981,-1.041787877,5.411909104
499,c1sc(c2c1S(=O)(=O)CCC2)C=C,438,426,-6.467003348,-1.756413271,4.710590077
500,C1S[C@@H]2[C@@H]1NCC2,439,676,-6.066968777,0.244467083,6.31143586
501,c1ccc(s1)C=C,442,324,-5.988953736,-1.268676405,4.720277331
502,c1cc(c2c(c1)c1c(s2)cccc1)C=C,443,668,-5.937877966,-1.447346359,4.490531607
503,c1sc2c(c1)[nH]c(c2),444,549,-5.477787867,-0.19921455,5.278573317
504,c1c(c2c(s1)[C@H]1[C@H](C2(CC)CC)CCS1)C=C,445,446,-5.796514821,-0.93400358,4.862511241
505,c1c2CCc2sc1C=C,448,51,-5.672403693,-1.184402746,4.488000947
506,c1occ(OC)c1NC=C,450,361,-5.080746548,0.21159573,5.292342278
507,c1c2c(SCC2)c2c(CCS2)c1C=C,451,561,-5.308424207,-1.133136496,4.175287711
508,c1sc(c2c1[C@H](OC)CC[C@H]2OC)C=C,452,488,-6.096982934,-1.194797495,4.902185439
509,c1sc(c2c1CC[C@@H](C(=O)O)C2)C=C,453,339,-6.30397994,-1.624492476,4.679487464
510,c1sc(c2c1C[C@H](S)CC2),454,129,-6.278183547,-0.540907912,5.737275635
511,c1[nH]c(cc1),455,628,-5.7448404,1.051638398,6.796478798
512,c1[nH]c2cc([nH]c2c1),456,130,-4.889749837,0.701319027,5.591068864
513,c1sc(OC)c(C(=O)C)c1C=C,457,43,-5.923591989,-1.081598133,4.841993856
514,c1csc2c1c(CC)c1c(c2CC)scc1C=C,458,116,-5.371364141,-1.162116621,4.20924752
515,c1sc(c(c1OCC)OCC)C=C,460,768,-5.549108908,-0.947527639,4.601581269
516,c(s1)c(O)c(NN)c1C=C,461,553,-5.368071563,-0.977296894,4.390774669
517,c1sc(c2c1C[C@H](C(F)(F)F)CC2),462,831,-6.323789829,-0.516472088,5.807317741
518,c1sc(c(c1OCC)OCC)C=CC=C,463,795,-5.203497106,-1.328976834,3.874520272
519,N1CN[C@@H]2[C@H]1N(CN2),464,743,-6.021716243,0.95188146,6.973597703
520,C1=C(CC)C(CC)=C(S1(=O)=O)C=C,465,684,-6.515738939,-2.317375974,4.198362965
521,c1c(OCC)cc(c(c1)OCC)C=CC=C,466,689,-5.324832672,-1.401903346,3.922929326
522,c1sc(c2c1cc1C(=O)N(CC)C(=O)c1c2),467,820,-6.277911434,-2.377213809,3.900697625
523,C1=C(c2cscc12),468,406,-5.525843173,-1.45069336,4.075149813
524,c1c(C)cc(c(c1)C),469,507,-6.338211863,-0.215786283,6.12242558
525,c1c(OCC)cc(c(c1)OCC)C=C,470,669,-5.398004087,-0.864342435,4.533661652
526,c1c(c2c(s1)c(CC)c1c(c2CC)scc1)C=C,471,515,-5.366003498,-1.301302856,4.064700642
527,C/C=C\1/OCCC(OCC1)C=C,472,115,-5.615178151,0.064164446,5.679342597
528,c1sc(cc1)c1ccc(s1)c1sc(cc1),474,938,-5.389677403,-1.784141672,3.605535731
529,c1c(F)c(F)c(c2c1nn(CC)n2)C=C,475,131,-6.239488958,-1.996118362,4.243370596
530,c1sc(c2c1cc(C=C)c(C)c2),476,539,-5.471420403,-1.709582477,3.761837926
531,c1n(CC)nc(c1CC)CC,478,848,-6.189420009,0.485804857,6.675224866
532,c1c2c(nccc2)c(s1)C=C,479,805,-5.632103632,-2.199360197,3.432743435
533,Nc1sc(c2c1nccn2),480,680,-5.283362521,-2.055466393,3.227896128
534,c1sc(c2c1cc(N(=O)=O)cc2),481,799,-6.310156925,-2.692865876,3.617291049
535,c1scc2c1sc1c2csc1,482,363,-5.729928561,-1.272159462,4.457769099
536,c1sc(CC)c2c1c(c[nH]2),483,955,-5.019656989,-0.559493288,4.460163701
537,c1sc(c2c1OCO2)C=C,484,902,-5.791970519,-1.087448581,4.704521938
538,c1sc(c2c1cc(S)c(O)c2),486,93,-5.457542597,-1.746862075,3.710680522
539,c1scc2c1N(CCN2C(=O)O),487,852,-5.538305988,-0.243324205,5.294981783
540,c1sccc1O,488,405,-5.911537345,-0.370972812,5.540564533
541,C=Cc1csc(c1)C=C,489,135,-5.914312906,-1.279996341,4.634316565
542,c1csc2c1cc(c1c2scc1)C=C,490,394,-5.81537231,-1.332976908,4.482395402
543,N1c2cscc2N(C1),491,896,-4.94011811,0.232439651,5.172557761
544,C=NNc1ccc(cc1),492,61,-5.554932144,-0.563683841,4.991248303
545,c1sc2C3=C([CH]S3)Cc2c1,493,693,-4.777992678,-0.606133602,4.171859076
546,C(=[N])/N=C(\C1=CSC=[S]1)C=C,494,963,-4.636030882,-2.875726383,1.760304499
547,c1sc(c2c1c(C(F)(F)F)ccc2)C=C,495,920,-5.732568066,-2.328614276,3.40395379
548,c1c2ccccc2c(c1=O),497,34,-5.783235665,-3.520772266,2.262463399
549,c1cc2c(cc1)c1c(C2(C)C)cc(cc1)C=C,498,384,-5.737275635,-1.457060824,4.280214811
550,c1scc2c1CCC[C@H]2C(=O)OC=C,499,598,-6.3110549,-0.514131909,5.796922991
551,c1c(OC)c(ccc1)C=C,500,887,-5.845468102,-1.003501458,4.841966644
552,C1=CC2=C(C1)N=C(C2),501,576,-5.612239321,-1.273247918,4.338991403
553,c1sc(c2c1CC[C@@H](C(=O)O)C2),504,905,-6.289258581,-0.513832584,5.775425997
554,c1scc2c1nc(c(NC)n2)N(C),505,734,-5.552537542,-1.357222252,4.19531529
555,c1sc(c2c1[C@H](C)CC[C@H]2C)C=C,506,120,-5.734989879,-1.137517529,4.59747235
556,c1sc(c2c1scc2),508,391,-5.697955184,-1.081271596,4.616683588
557,C1S=C(/C(=N/N)/C1=S)C=C,509,728,-4.457496985,-2.634715146,1.822781839
558,c1c2[nH]cnc2c(c2c1[nH]cn2)C=C,510,528,-5.367799449,-1.242934435,4.124865014
